training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
4.9667907,-4.9667907,0.14883928,1.0,0.066654,-0.082203224,0.98523605,4.995361,-4.995361,0.16026734,1.0,0.015505290603637695,2395.347377061844,85000
4.9748526,-4.9748526,0.15206386,1.0,0.059750393,-0.087862335,1.0050764,4.963067,-4.963067,0.14734986,1.0,0.015444565439224242,2472.5702126026154,90000
4.950147,-4.950147,0.14218168,1.0,0.054582547,-0.13574181,1.1702161,4.962203,-4.962203,0.14700417,1.0,0.015448464632034302,2549.812544822693,95000
4.9230723,-4.9230723,0.13135177,1.0,0.1346156,-0.10962511,1.2266774,4.91182,-4.91182,0.12685096,1.0,0.015750440120697023,2628.5647563934326,100000
4.937192,-4.937192,0.13699973,1.0,0.06601185,-0.111855194,1.0366129,5.0006614,-5.0006614,0.1623874,1.0,0.22919175863265992,3774.5235602855682,105000
4.8761253,-4.8761253,0.1125732,1.0,0.09524423,-0.07782298,1.0104313,4.969515,-4.969515,0.14992885,1.0,0.014940462017059326,3849.2258768081665,110000
4.9373775,-4.9373775,0.1370738,1.0,0.06017668,-0.11087728,0.99053293,4.9683247,-4.9683247,0.14945297,1.0,0.01537008180618286,3926.076299905777,115000
4.9064617,-4.9064617,0.12470752,1.0,0.12938456,-0.1465258,1.3816581,4.9123583,-4.9123583,0.1270661,1.0,0.015422956418991088,4003.191088438034,120000
4.941888,-4.941888,0.138878,1.0,0.07991957,-0.16234712,1.2344936,4.940257,-4.940257,0.13822578,1.0,0.015530815839767457,4080.8451795578003,125000
4.9438577,-4.9438577,0.13966607,1.0,0.16958757,-0.059909087,1.1113038,4.9714565,-4.9714565,0.15070567,1.0,0.015332066059112548,4157.505519390106,130000
4.892954,-4.892954,0.11930454,1.0,0.081397995,-0.2865714,1.4865639,4.9388433,-4.9388433,0.13766037,1.0,0.01529791955947876,4233.995126485825,135000
4.916277,-4.916277,0.12863348,1.0,0.095277525,-0.2307158,1.4479973,4.952464,-4.952464,0.1431085,1.0,0.015382145357131958,4310.90586066246,140000
5.003734,-5.003734,0.16361661,1.0,0.1228949,-0.13375913,1.181627,4.988756,-4.988756,0.15762526,1.0,0.015324920225143432,4387.530469655991,145000
4.9815874,-4.9815874,0.15475805,1.0,0.18848789,-0.18950301,1.2427337,4.935302,-4.935302,0.13624369,1.0,0.015293920135498048,4464.000079631805,150000
4.9408407,-4.9408407,0.13845919,1.0,0.10632795,-0.16248758,1.1225667,4.9220004,-4.9220004,0.13092302,1.0,0.015356470346450806,4540.782440185547,155000
4.93402,-4.93402,0.13573103,1.0,0.092571266,-0.26693612,1.2414029,4.9487224,-4.9487224,0.14161181,1.0,0.015338381576538086,4617.474354982376,160000
4.9542947,-4.9542947,0.14384075,1.0,0.08685174,-0.15583532,1.1917145,4.9148974,-4.9148974,0.12808192,1.0,0.015260582447052001,4693.777275085449,165000
4.968253,-4.968253,0.14942436,1.0,0.21491045,-0.112453125,1.2434571,4.92035,-4.92035,0.13026296,1.0,0.01534350471496582,4770.494808673859,170000
4.8705683,-4.8705683,0.11035029,1.0,0.17901862,-0.21206902,1.1794478,4.9430895,-4.9430895,0.13935873,1.0,0.01527305998802185,4846.860119104385,175000
4.8538766,-4.8538766,0.1036736,1.0,0.25550687,-0.13179375,1.4525423,4.9650545,-4.9650545,0.14814477,1.0,0.015287896013259888,4923.299609184265,180000
4.938078,-4.938078,0.13735418,1.0,0.19105673,-0.052293222,1.1480603,4.94527,-4.94527,0.14023104,1.0,0.015307551765441895,4999.837379932404,185000
4.9913273,-4.9913273,0.15865383,1.0,0.14545587,-0.12514697,1.2510247,4.941026,-4.941026,0.13853346,1.0,0.015319979858398438,5076.43728685379,190000
4.885479,-4.885479,0.116314664,1.0,0.20405695,-0.25595394,1.5113175,4.8828797,-4.8828797,0.11527486,1.0,0.015315360260009766,5153.014097213745,195000
4.9052,-4.9052,0.12420304,1.0,0.29701087,-0.34337696,1.8842397,4.905052,-4.905052,0.1241438,1.0,0.015338434696197509,5229.706278324127,200000
4.9120474,-4.9120474,0.12694208,1.0,0.16202296,-0.25119007,1.6932554,4.925175,-4.925175,0.13219312,1.0,0.22880335245132447,6373.723047018051,205000
4.865368,-4.865368,0.108270146,1.0,0.17358875,-0.27208406,1.6428225,4.919751,-4.919751,0.13002332,1.0,0.014988434982299804,6448.665228128433,210000
4.888211,-4.888211,0.11740724,1.0,0.1730226,-0.3050658,1.6077112,4.9474964,-4.9474964,0.14112155,1.0,0.015176554679870606,6524.548010587692,215000
4.93791,-4.93791,0.137287,1.0,0.36440483,-0.29000905,1.9788855,4.898036,-4.898036,0.12133741,1.0,0.015225766229629517,6600.6768481731415,220000
4.8391666,-4.8391666,0.09778958,1.0,0.20984991,-0.21628882,1.6774516,4.954997,-4.954997,0.14412165,1.0,0.015309046983718872,6677.222091436386,225000
4.8844686,-4.8844686,0.11591029,1.0,0.25659263,-0.21646404,1.9053726,4.9410744,-4.9410744,0.13855284,1.0,0.015352069902420044,6753.982446670532,230000
4.866449,-4.866449,0.1087024,1.0,0.2824526,-0.22642836,1.7336773,4.886379,-4.886379,0.116674356,1.0,0.015353519344329833,6830.750049829483,235000
4.86814,-4.86814,0.109379046,1.0,0.26290673,-0.21026814,1.8246393,4.882041,-4.882041,0.114939444,1.0,0.01535545597076416,6907.527338504791,240000
4.877062,-4.877062,0.11294756,1.0,0.256009,-0.14591269,1.7268538,4.9349375,-4.9349375,0.13609797,1.0,0.015343063402175902,6984.242660999298,245000
4.9142056,-4.9142056,0.12780534,1.0,0.13926446,-0.2064961,1.2679671,4.945738,-4.945738,0.14041801,1.0,0.015306678104400635,7060.776059389114,250000
4.8527803,-4.8527803,0.103234984,1.0,0.30626112,-0.24515998,1.7935534,4.903813,-4.903813,0.12364818,1.0,0.015353735494613647,7137.54474234581,255000
4.9029403,-4.9029403,0.123298965,1.0,0.6694767,-0.22231163,2.4948971,4.94403,-4.94403,0.13973491,1.0,0.015326533842086792,7214.177421569824,260000
4.9270678,-4.9270678,0.13294995,1.0,0.34115684,-0.20059465,1.9787377,4.9779983,-4.9779983,0.1533222,1.0,0.015318932151794433,7290.772089958191,265000
4.851685,-4.851685,0.102797054,1.0,0.44839117,-0.23807622,1.9737924,4.9104867,-4.9104867,0.1263175,1.0,0.015311273574829101,7367.328464984894,270000
4.875415,-4.875415,0.112288825,1.0,0.24135153,-0.34632298,2.0366828,4.914614,-4.914614,0.12796862,1.0,0.015215156269073486,7443.404255151749,275000
4.9259806,-4.9259806,0.13251512,1.0,0.104385376,-0.23828256,1.4525628,4.9728723,-4.9728723,0.15127185,1.0,0.015199034833908082,7519.399440050125,280000
4.9320183,-4.9320183,0.13493037,1.0,0.2679611,-0.22391754,1.575166,4.9155846,-4.9155846,0.12835686,1.0,0.015232316970825195,7595.561034202576,285000
4.9532986,-4.9532986,0.14344232,1.0,0.19465953,-0.16683896,1.498387,4.9057307,-4.9057307,0.12441528,1.0,0.015217772483825684,7671.649904251099,290000
4.8517523,-4.8517523,0.102823935,1.0,0.62620676,-0.258087,2.2501228,4.909795,-4.909795,0.12604097,1.0,0.01522687840461731,7747.784301996231,295000
4.8904757,-4.8904757,0.118313156,1.0,0.29942328,-0.31882384,2.1346364,4.986363,-4.986363,0.15666822,1.0,0.01519868803024292,7823.7777507305145,300000
4.882243,-4.882243,0.115020156,1.0,0.30368376,-0.25779486,1.9249926,4.9285,-4.9285,0.13352297,1.0,0.22831934385299682,8965.374477863312,305000
4.9489994,-4.9489994,0.14172272,1.0,0.21974407,-0.1076682,1.4606569,4.8776426,-4.8776426,0.11318006,1.0,0.014900958633422851,9039.879279136658,310000
4.8801684,-4.8801684,0.11419026,1.0,0.23805942,-0.24758688,1.7300464,4.899646,-4.899646,0.12198117,1.0,0.014977261304855346,9114.76559138298,315000
4.8612967,-4.8612967,0.106641665,1.0,0.42860293,-0.24720535,2.0392792,4.9320583,-4.9320583,0.13494645,1.0,0.015112970447540282,9190.330450296402,320000
4.8230147,-4.8230147,0.09132894,1.0,0.35565796,-0.30187935,2.1966736,4.902442,-4.902442,0.12309959,1.0,0.015183570861816407,9266.248311758041,325000
4.9420133,-4.9420133,0.13892826,1.0,0.34050235,-0.21473438,1.6550972,4.8745127,-4.8745127,0.111928105,1.0,0.015261227703094482,9342.554459810257,330000
4.9335337,-4.9335337,0.1355364,1.0,0.30205503,-0.28994226,1.8720236,4.9721065,-4.9721065,0.15096563,1.0,0.015230950117111206,9418.709219455719,335000
4.897711,-4.897711,0.121207215,1.0,0.37043276,-0.24922505,1.9957719,4.886542,-4.886542,0.11673971,1.0,0.015241063594818116,9494.914543390274,340000
4.85634,-4.85634,0.10465894,1.0,0.21172278,-0.35282326,1.9270698,4.969799,-4.969799,0.15004249,1.0,0.015291900634765624,9571.374055147171,345000
4.8928237,-4.8928237,0.119252436,1.0,0.53456646,-0.45798472,2.563595,4.9225817,-4.9225817,0.13115579,1.0,0.01523424677848816,9647.54529595375,350000
4.954685,-4.954685,0.14399716,1.0,0.18290651,-0.20354734,1.6000557,4.921385,-4.921385,0.13067687,1.0,0.015244000053405761,9723.7653028965,355000
4.9344788,-4.9344788,0.13591439,1.0,0.3796754,-0.21876027,1.6665556,4.9507437,-4.9507437,0.14242037,1.0,0.015287044095993041,9800.20053243637,360000
4.9242735,-4.9242735,0.13183236,1.0,0.24949709,-0.1876353,1.4872429,4.8816175,-4.8816175,0.11476995,1.0,0.015298329973220825,9876.692192316055,365000
4.891119,-4.891119,0.11857052,1.0,0.26814488,-0.24353682,1.7675723,4.9947042,-4.9947042,0.16000462,1.0,0.015220054578781127,9952.792474746704,370000
4.841308,-4.841308,0.09864634,1.0,0.2547707,-0.42715815,1.988105,4.955942,-4.955942,0.14449994,1.0,0.015204145193099976,10028.813209295273,375000
4.9127645,-4.9127645,0.12722884,1.0,0.24880776,-0.3544572,1.9346336,4.958593,-4.958593,0.14556013,1.0,0.015214610147476196,10104.886268854141,380000
4.845734,-4.845734,0.10041664,1.0,0.4781621,-0.3502645,2.2083235,4.921899,-4.921899,0.13088243,1.0,0.015191402912139893,10180.843289852142,385000
4.9420767,-4.9420767,0.13895376,1.0,0.1531824,-0.2594527,1.6519198,4.8783264,-4.8783264,0.11345339,1.0,0.015284672737121582,10257.266661643982,390000
4.861957,-4.861957,0.10690578,1.0,0.3099011,-0.23125295,2.072278,4.9630833,-4.9630833,0.14735642,1.0,0.01525428123474121,10333.538077116013,395000
4.8421154,-4.8421154,0.09896902,1.0,0.26242238,-0.3406593,2.2886834,4.935092,-4.935092,0.13615982,1.0,0.015216979932785034,10409.622986793518,400000
4.9230022,-4.9230022,0.13132387,1.0,0.28377578,-0.4816082,1.7871279,4.910245,-4.910245,0.1262209,1.0,0.2286802939414978,11553.02446770668,405000
4.9284444,-4.9284444,0.13350078,1.0,0.10411801,-0.19000363,1.5094101,4.8947325,-4.8947325,0.120016076,1.0,0.014921906423568726,11627.634008646011,410000
4.9286404,-4.9286404,0.13357924,1.0,0.2259452,-0.3790276,1.880429,4.940346,-4.940346,0.13826114,1.0,0.014969420957565307,11702.481122255325,415000
4.942663,-4.942663,0.1391883,1.0,0.71799505,-0.3834904,2.301415,4.900276,-4.900276,0.12223356,1.0,0.015091398477554321,11777.93812251091,420000
4.823543,-4.823543,0.09154016,1.0,0.23867922,-0.5225377,2.2438073,4.921264,-4.921264,0.13062873,1.0,0.015161767292022704,11853.746966123581,425000
4.852703,-4.852703,0.10320427,1.0,0.4881464,-0.52018857,2.6112642,4.912796,-4.912796,0.12724121,1.0,0.015232463026046753,11929.909291267395,430000
4.8367085,-4.8367085,0.09680649,1.0,0.39596564,-0.26963827,2.1742625,4.9326916,-4.9326916,0.13519959,1.0,0.015195000839233398,12005.88430404663,435000
4.8251944,-4.8251944,0.092200674,1.0,1.0455537,-0.31817067,3.3578377,4.9028883,-4.9028883,0.12327816,1.0,0.015221132135391235,12081.989971160889,440000
4.889481,-4.889481,0.11791547,1.0,0.5153278,-0.33659536,2.46607,4.920087,-4.920087,0.13015763,1.0,0.015275291204452514,12158.366434574127,445000
4.8403482,-4.8403482,0.09826229,1.0,0.777503,-0.4809916,2.7166786,4.9055686,-4.9055686,0.124350406,1.0,0.015242169237136841,12234.577291250229,450000
4.911868,-4.911868,0.12687026,1.0,0.2196456,-0.22191864,1.5605788,4.908181,-4.908181,0.12539545,1.0,0.015200291347503662,12310.578756332397,455000
4.9327674,-4.9327674,0.13522993,1.0,0.22371957,-0.2727345,1.7084211,4.890533,-4.890533,0.11833604,1.0,0.015192203235626221,12386.539779663086,460000
4.8919616,-4.8919616,0.11890756,1.0,0.30358198,-0.12444623,1.4944603,4.9329605,-4.9329605,0.13530712,1.0,0.015249303722381593,12462.786306858063,465000
4.9274645,-4.9274645,0.13310891,1.0,0.42023143,-0.60298294,2.256319,4.9222565,-4.9222565,0.13102543,1.0,0.015268604564666747,12539.129339456558,470000
4.840418,-4.840418,0.09828993,1.0,0.217357,-0.8658221,2.5996008,4.9126453,-4.9126453,0.1271811,1.0,0.015202769374847411,12615.143192052841,475000
4.9402432,-4.9402432,0.13822024,1.0,0.5197252,-0.4419611,2.3858638,4.9200897,-4.9200897,0.13015878,1.0,0.015216364765167236,12691.225022792816,480000
4.8393645,-4.8393645,0.097868875,1.0,0.6731182,-0.36038336,2.503878,4.8890867,-4.8890867,0.11775768,1.0,0.015245741081237793,12767.453734397888,485000
4.805133,-4.805133,0.084176,1.0,0.29724166,-0.35289422,2.1595018,4.920883,-4.920883,0.13047636,1.0,0.015206481552124023,12843.486150979996,490000
4.8315663,-4.8315663,0.09474957,1.0,0.30476734,-0.49994558,2.303612,4.921319,-4.921319,0.13065062,1.0,0.01525565366744995,12919.764427900314,495000
4.8094115,-4.8094115,0.08588759,1.0,0.51684535,-0.29539576,2.7880683,4.874895,-4.874895,0.112080924,1.0,0.015205500650405884,12995.791937112808,500000
