training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
4.8434815,-4.8434815,0.09951564,1.0,0.09233549,-0.06326717,1.3776033,4.9309797,-4.9309797,0.13451481,1.0,0.015061480474472045,6739.434545993805,235000
4.8290434,-4.8290434,0.093740344,1.0,0.08465208,-0.10165162,1.564353,4.9319377,-4.9319377,0.13489807,1.0,0.015093788719177246,6814.903495788574,240000
4.8927927,-4.8927927,0.11924002,1.0,0.115081176,-0.08923376,1.5749104,4.934142,-4.934142,0.1357799,1.0,0.015106062173843384,6890.433812379837,245000
4.9177732,-4.9177732,0.12923233,1.0,0.061206724,-0.067076445,1.1424835,4.9566708,-4.9566708,0.1447912,1.0,0.015047029972076416,6965.668970108032,250000
4.8276014,-4.8276014,0.093163446,1.0,0.09328556,-0.07261572,1.4173001,4.8534856,-4.8534856,0.10351715,1.0,0.015086504554748536,7041.101499080658,255000
4.8230715,-4.8230715,0.09135162,1.0,0.070691705,-0.045082446,1.2780514,4.946848,-4.946848,0.1408623,1.0,0.015055727910995484,7116.380147695541,260000
4.8746037,-4.8746037,0.11196437,1.0,0.054388642,-0.05649651,1.5079997,4.9645777,-4.9645777,0.14795418,1.0,0.015096798419952392,7191.864145755768,265000
4.8002844,-4.8002844,0.08223647,1.0,0.069385216,-0.07652546,1.3893089,4.9159565,-4.9159565,0.12850575,1.0,0.01509394702911377,7267.333889722824,270000
4.845415,-4.845415,0.10028913,1.0,0.055989843,-0.057730947,1.4951766,4.917837,-4.917837,0.12925778,1.0,0.015068066740036011,7342.674233913422,275000
4.9222746,-4.9222746,0.13103268,1.0,0.056067534,-0.06196534,0.97717935,4.935438,-4.935438,0.13629833,1.0,0.015092055654525757,7418.134521007538,280000
4.936919,-4.936919,0.13689075,1.0,0.10412604,-0.047477372,1.0237663,4.943117,-4.943117,0.13936967,1.0,0.015087197399139404,7493.570518016815,285000
4.941444,-4.941444,0.13870044,1.0,0.067125306,-0.101688206,1.0787734,4.9178524,-4.9178524,0.12926388,1.0,0.015079634666442871,7568.968698501587,290000
4.8270025,-4.8270025,0.09292393,1.0,0.10977004,-0.07003029,1.4377884,4.92465,-4.92465,0.13198307,1.0,0.0150838960647583,7644.388185501099,295000
4.8243585,-4.8243585,0.09186639,1.0,0.053319648,-0.05872729,1.4895595,4.963474,-4.963474,0.14751254,1.0,0.01503836407661438,7719.580015182495,300000
4.8274746,-4.8274746,0.0931128,1.0,0.046387117,-0.06903513,1.4069366,4.952652,-4.952652,0.14318375,1.0,0.22495850772857667,8844.372562170029,305000
4.951843,-4.951843,0.14286022,1.0,0.07681381,-0.06736567,1.1946962,4.927426,-4.927426,0.13309336,1.0,0.014772772598266601,8918.2364320755,310000
4.8478236,-4.8478236,0.101252414,1.0,0.098732956,-0.048170518,1.4061315,4.913245,-4.913245,0.12742122,1.0,0.014850575876235962,8992.489317893982,315000
4.809677,-4.809677,0.08599397,1.0,0.091640145,-0.056108247,1.4178145,4.91673,-4.91673,0.12881503,1.0,0.014964705657958984,9067.312853574753,320000
4.802679,-4.802679,0.0831946,1.0,0.06746225,-0.0527398,1.4065367,4.9330354,-4.9330354,0.1353372,1.0,0.015045320415496825,9142.539463758469,325000
4.955358,-4.955358,0.14426623,1.0,0.052625157,-0.085984305,1.1178399,4.8980594,-4.8980594,0.12134659,1.0,0.015132761430740356,9218.203280687332,330000
4.9361973,-4.9361973,0.13660178,1.0,0.071679495,-0.095207565,1.2139428,4.971828,-4.971828,0.15085422,1.0,0.015086640977859497,9293.636495351791,335000
4.8358192,-4.8358192,0.09645071,1.0,0.07905141,-0.0740471,1.6518018,4.9394836,-4.9394836,0.13791633,1.0,0.015140843343734741,9369.340718269348,340000
4.8233013,-4.8233013,0.0914435,1.0,0.07847829,-0.09559843,1.5123597,4.973153,-4.973153,0.15138417,1.0,0.015172651720046997,9445.203986406326,345000
4.837634,-4.837634,0.09717674,1.0,0.08320876,-0.073666565,1.5154707,4.9348936,-4.9348936,0.13608061,1.0,0.015127263927459717,9520.840312480927,350000
4.958716,-4.958716,0.14560924,1.0,0.08640306,-0.06136309,1.1493325,4.8893595,-4.8893595,0.11786681,1.0,0.01513041582107544,9596.49239897728,355000
4.9422364,-4.9422364,0.13901752,1.0,0.06355607,-0.12826484,1.1106981,4.9378633,-4.9378633,0.13726833,1.0,0.015165333318710327,9672.319075584412,360000
4.921809,-4.921809,0.13084674,1.0,0.07206053,-0.07827186,1.0463189,4.8686833,-4.8686833,0.10959623,1.0,0.015162079906463623,9748.129484415054,365000
4.8832703,-4.8832703,0.11543117,1.0,0.08258928,-0.08660798,1.0733459,4.9778776,-4.9778776,0.15327395,1.0,0.01506066188812256,9823.432804822922,370000
4.8079967,-4.8079967,0.0853216,1.0,0.08727789,-0.056420766,1.5956104,4.9974127,-4.9974127,0.16108787,1.0,0.015079170799255371,9898.828666687012,375000
4.90965,-4.90965,0.12598296,1.0,0.09100355,-0.08166616,1.0515871,4.959945,-4.959945,0.14610116,1.0,0.01510396523475647,9974.348500728607,380000
4.792671,-4.792671,0.07919143,1.0,0.062453415,-0.09873403,1.437186,4.94837,-4.94837,0.14147095,1.0,0.01505710334777832,10049.634023666382,385000
4.967315,-4.967315,0.14904907,1.0,0.10191527,-0.056772314,1.3633243,4.9124584,-4.9124584,0.12710623,1.0,0.015145027494430542,10125.359169483185,390000
4.789589,-4.789589,0.07795849,1.0,0.058287185,-0.08320998,1.5573181,4.96031,-4.96031,0.14624675,1.0,0.0151328134059906,10201.023245811462,395000
4.783827,-4.783827,0.07565371,1.0,0.0599247,-0.08067408,1.4935325,4.9311266,-4.9311266,0.13457355,1.0,0.015114954423904418,10276.598028182983,400000
4.906431,-4.906431,0.12469562,1.0,0.084006906,-0.0791421,1.1241903,4.9163775,-4.9163775,0.12867402,1.0,0.22580989174842833,11405.647498607635,405000
4.915599,-4.915599,0.12836236,1.0,0.0741077,-0.076291546,1.1487181,4.906426,-4.906426,0.12469336,1.0,0.014988687419891357,11480.590953588486,410000
4.9529953,-4.9529953,0.14332101,1.0,0.074576825,-0.09868542,1.2596788,4.950285,-4.950285,0.14223707,1.0,0.015184592485427856,11556.513925075531,415000
4.9496536,-4.9496536,0.14198434,1.0,0.10185994,-0.15578774,1.259165,4.906742,-4.906742,0.12481993,1.0,0.015168501472473145,11632.356439590454,420000
